Local Authority,Library,Date,Name,Attendees
Cambridgeshire,Cambridge Central,28-05-2019,Other Events (Children),28
Cambridgeshire,Cambridge Central,28-05-2019,Rhymetimes,68
Cambridgeshire,Cambridge Central,29-05-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,29-05-2019,Rhymetimes,95
Cambridgeshire,Cambridge Central,29-05-2019,Other Events (Adult),23
Cambridgeshire,Cambridge Central,30-05-2019,BIPC - Workshop,7
Cambridgeshire,Cambridge Central,30-05-2019,Rhymetimes,52
Cambridgeshire,Cambridge Central,30-05-2019,Rhymetimes,46
Cambridgeshire,Cambridge Central,30-05-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,31-05-2019,Storytimes,58
Cambridgeshire,Cambridge Central,31-05-2019,Rhymetimes,76
Cambridgeshire,Cambridge Central,31-05-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-06-2019,Rhymetimes,55
Cambridgeshire,Cambridge Central,01-06-2019,Other Events (Adult),6
Cambridgeshire,Cambridge Central,01-06-2019,Other Events (Children),18
Cambridgeshire,Cambridge Central,01-06-2019,Other Events (Children),0
Cambridgeshire,Cambridge Central,01-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-06-2019,Storytimes,8
Cambridgeshire,Cambridge Central,03-06-2019,Storytimes,45
Cambridgeshire,Cambridge Central,03-06-2019,Other Events (Adult),2
Cambridgeshire,Cambridge Central,03-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-06-2019,Rhymetimes,34
Cambridgeshire,Cambridge Central,04-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-06-2019,Outreach (Children),12
Cambridgeshire,Cambridge Central,05-06-2019,Rhymetimes,43
Cambridgeshire,Cambridge Central,05-06-2019,Other Events (Adult),14
Cambridgeshire,Cambridge Central,05-06-2019,Rhymetimes,44
Cambridgeshire,Cambridge Central,06-06-2019,Rhymetimes,41
Cambridgeshire,Cambridge Central,06-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,06-06-2019,Storytimes,37
Cambridgeshire,Cambridge Central,07-06-2019,Rhymetimes,57
Cambridgeshire,Cambridge Central,08-06-2019,Rhymetimes,84
Cambridgeshire,Cambridge Central,08-06-2019,Other Events (Children),20
Cambridgeshire,Cambridge Central,08-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-06-2019,Storytimes,33
Cambridgeshire,Cambridge Central,10-06-2019,Other Events (Children),18
Cambridgeshire,Cambridge Central,10-06-2019,Storytimes,44
Cambridgeshire,Cambridge Central,10-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-06-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,11-06-2019,Rhymetimes,59
Cambridgeshire,Cambridge Central,11-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,11-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,11-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,11-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-06-2019,Outreach (Children),239
Cambridgeshire,Cambridge Central,12-06-2019,Rhymetimes,60
Cambridgeshire,Cambridge Central,12-06-2019,Other Events (Adult),12
Cambridgeshire,Cambridge Central,12-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,13-06-2019,Outreach (Children),187
Cambridgeshire,Cambridge Central,13-06-2019,Rhymetimes,74
Cambridgeshire,Cambridge Central,13-06-2019,Rhymetimes,23
Cambridgeshire,Cambridge Central,13-06-2019,Outreach (Children),13
Cambridgeshire,Cambridge Central,13-06-2019,Other Events (Adult),6
Cambridgeshire,Cambridge Central,14-06-2019,Rhymetimes,58
Cambridgeshire,Cambridge Central,14-06-2019,Storytimes,54
Cambridgeshire,Cambridge Central,14-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-06-2019,Other Events (Children),8
Cambridgeshire,Cambridge Central,15-06-2019,Rhymetimes,52
Cambridgeshire,Cambridge Central,15-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,16-06-2019,Storytimes,29
Cambridgeshire,Cambridge Central,17-06-2019,Storytimes,34
Cambridgeshire,Cambridge Central,18-06-2019,Rhymetimes,78
Cambridgeshire,Cambridge Central,18-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,18-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,18-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,19-06-2019,Rhymetimes,46
Cambridgeshire,Cambridge Central,19-06-2019,Other Events (Adult),12
Cambridgeshire,Cambridge Central,19-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,20-06-2019,Rhymetimes,52
Cambridgeshire,Cambridge Central,20-06-2019,Rhymetimes,29
Cambridgeshire,Cambridge Central,20-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,20-06-2019,Outreach (Children),10
Cambridgeshire,Cambridge Central,20-06-2019,Other Events (Adult),11
Cambridgeshire,Cambridge Central,20-06-2019,Other Events (Adult),11
Cambridgeshire,Cambridge Central,21-06-2019,Storytimes,22
Cambridgeshire,Cambridge Central,21-06-2019,Rhymetimes,45
Cambridgeshire,Cambridge Central,21-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,21-06-2019,BIPC - Workshop,7
Cambridgeshire,Cambridge Central,22-06-2019,Rhymetimes,99
Cambridgeshire,Cambridge Central,22-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,23-06-2019,Storytimes,26
Cambridgeshire,Cambridge Central,24-06-2019,Storytimes,34
Cambridgeshire,Cambridge Central,24-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,24-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,24-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,24-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,24-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,24-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,24-06-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,24-06-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,26-06-2019,Rhymetimes,36
Cambridgeshire,Cambridge Central,26-06-2019,Other Events (Adult),13
Cambridgeshire,Cambridge Central,26-06-2019,Other Events (Children),0
Cambridgeshire,Cambridge Central,26-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,26-06-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,27-06-2019,Rhymetimes,36
Cambridgeshire,Cambridge Central,27-06-2019,Rhymetimes,20
Cambridgeshire,Cambridge Central,28-06-2019,Storytimes,12
Cambridgeshire,Cambridge Central,28-06-2019,Rhymetimes,32
Cambridgeshire,Cambridge Central,28-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,28-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,28-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-06-2019,Rhymetimes,34
Cambridgeshire,Cambridge Central,29-06-2019,Other Events (Children),6
Cambridgeshire,Cambridge Central,29-06-2019,Other Events (Children),6
Cambridgeshire,Cambridge Central,29-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,30-06-2019,Storytimes,28
Cambridgeshire,Cambridge Central,30-06-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-07-2019,Storytimes,19
Cambridgeshire,Cambridge Central,01-07-2019,Outreach (Children),403
Cambridgeshire,Cambridge Central,01-07-2019,Other Events (Adult),0
Cambridgeshire,Cambridge Central,01-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-07-2019,BIPC - One to One,2
Cambridgeshire,Cambridge Central,01-07-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,02-07-2019,Outreach (Children),148
Cambridgeshire,Cambridge Central,02-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-07-2019,Rhymetimes,44
Cambridgeshire,Cambridge Central,03-07-2019,Rhymetimes,29
Cambridgeshire,Cambridge Central,03-07-2019,Other Events (Adult),13
Cambridgeshire,Cambridge Central,03-07-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,04-07-2019,Rhymetimes,22
Cambridgeshire,Cambridge Central,04-07-2019,Rhymetimes,18
Cambridgeshire,Cambridge Central,04-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-07-2019,Storytimes,19
Cambridgeshire,Cambridge Central,05-07-2019,Rhymetimes,46
Cambridgeshire,Cambridge Central,05-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,06-07-2019,Rhymetimes,64
Cambridgeshire,Cambridge Central,06-07-2019,Outreach (Children),27
Cambridgeshire,Cambridge Central,07-07-2019,Storytimes,35
Cambridgeshire,Cambridge Central,08-07-2019,BIPC - Live Webinar,10
Cambridgeshire,Cambridge Central,08-07-2019,Storytimes,29
Cambridgeshire,Cambridge Central,08-07-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,08-07-2019,Outreach (Children),218
Cambridgeshire,Cambridge Central,08-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,08-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-07-2019,Rhymetimes,61
Cambridgeshire,Cambridge Central,09-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-07-2019,Rhymetimes,49
Cambridgeshire,Cambridge Central,10-07-2019,Other Events (Adult),12
Cambridgeshire,Cambridge Central,10-07-2019,Outreach (Children),128
Cambridgeshire,Cambridge Central,10-07-2019,Outreach (Children),329
Cambridgeshire,Cambridge Central,11-07-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,11-07-2019,Other Events (Adult),3
Cambridgeshire,Cambridge Central,11-07-2019,Rhymetimes,28
Cambridgeshire,Cambridge Central,11-07-2019,Rhymetimes,14
Cambridgeshire,Cambridge Central,11-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-07-2019,Storytimes,20
Cambridgeshire,Cambridge Central,12-07-2019,Rhymetimes,36
Cambridgeshire,Cambridge Central,13-07-2019,Other Events (Adult),6
Cambridgeshire,Cambridge Central,13-07-2019,Rhymetimes,70
Cambridgeshire,Cambridge Central,14-07-2019,Storytimes,39
Cambridgeshire,Cambridge Central,15-07-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,15-07-2019,BIPC - One to One,2
Cambridgeshire,Cambridge Central,15-07-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,15-07-2019,Storytimes,36
Cambridgeshire,Cambridge Central,15-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-07-2019,Assisted Digital,2
Cambridgeshire,Cambridge Central,15-07-2019,Assisted Digital,2
Cambridgeshire,Cambridge Central,15-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,16-07-2019,Rhymetimes,47
Cambridgeshire,Cambridge Central,16-07-2019,Outreach (Children),114
Cambridgeshire,Cambridge Central,16-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,16-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,17-07-2019,Rhymetimes,34
Cambridgeshire,Cambridge Central,17-07-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,17-07-2019,Other Events (Adult),17
Cambridgeshire,Cambridge Central,17-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,17-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,17-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,18-07-2019,Rhymetimes,55
Cambridgeshire,Cambridge Central,18-07-2019,Other Events (Adult),10
Cambridgeshire,Cambridge Central,18-07-2019,Rhymetimes,44
Cambridgeshire,Cambridge Central,19-07-2019,Storytimes,10
Cambridgeshire,Cambridge Central,19-07-2019,Rhymetimes,50
Cambridgeshire,Cambridge Central,19-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,19-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,20-07-2019,Rhymetimes,64
Cambridgeshire,Cambridge Central,21-07-2019,Storytimes,35
Cambridgeshire,Cambridge Central,22-07-2019,Outreach (Children),350
Cambridgeshire,Cambridge Central,22-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,22-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,22-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,22-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,22-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,22-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,22-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,23-07-2019,Rhymetimes,13
Cambridgeshire,Cambridge Central,23-07-2019,Outreach (Children),278
Cambridgeshire,Cambridge Central,23-07-2019,Outreach (Children),256
Cambridgeshire,Cambridge Central,23-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,24-07-2019,Rhymetimes,57
Cambridgeshire,Cambridge Central,24-07-2019,Other Events (Adult),17
Cambridgeshire,Cambridge Central,25-07-2019,Rhymetimes,19
Cambridgeshire,Cambridge Central,25-07-2019,Rhymetimes,18
Cambridgeshire,Cambridge Central,26-07-2019,Rhymetimes,54
Cambridgeshire,Cambridge Central,26-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,26-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,26-07-2019,Storytimes,13
Cambridgeshire,Cambridge Central,27-07-2019,Rhymetimes,120
Cambridgeshire,Cambridge Central,27-07-2019,Other Events (Children),15
Cambridgeshire,Cambridge Central,28-07-2019,Storytimes,25
Cambridgeshire,Cambridge Central,29-07-2019,Storytimes,20
Cambridgeshire,Cambridge Central,29-09-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,29-07-2019,Other Events (Adult),1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,29-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,30-07-2019,Other Events (Children),24
Cambridgeshire,Cambridge Central,30-07-2019,Rhymetimes,38
Cambridgeshire,Cambridge Central,30-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,30-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,30-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,30-07-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,31-07-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,31-07-2019,Rhymetimes,57
Cambridgeshire,Cambridge Central,31-07-2019,Other Events (Adult),12
Cambridgeshire,Cambridge Central,01-08-2019,Rhymetimes,47
Cambridgeshire,Cambridge Central,01-08-2019,Rhymetimes,38
Cambridgeshire,Cambridge Central,02-08-2019,Storytimes,23
Cambridgeshire,Cambridge Central,02-08-2019,Rhymetimes,68
Cambridgeshire,Cambridge Central,02-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-08-2019,Rhymetimes,85
Cambridgeshire,Cambridge Central,04-08-2019,Storytimes,28
Cambridgeshire,Cambridge Central,05-08-2019,Storytimes,32
Cambridgeshire,Cambridge Central,05-08-2019,Other Events (Adult),3
Cambridgeshire,Cambridge Central,05-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,06-08-2019,Other Events (Children),25
Cambridgeshire,Cambridge Central,06-08-2019,Rhymetimes,30
Cambridgeshire,Cambridge Central,07-08-2019,Rhymetimes,50
Cambridgeshire,Cambridge Central,07-08-2019,Other Events (Adult),12
Cambridgeshire,Cambridge Central,07-08-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,08-08-2019,Rhymetimes,26
Cambridgeshire,Cambridge Central,08-08-2019,Rhymetimes,35
Cambridgeshire,Cambridge Central,08-08-2019,Other Events (Adult),4
Cambridgeshire,Cambridge Central,09-08-2019,Storytimes,30
Cambridgeshire,Cambridge Central,09-08-2019,Rhymetimes,33
Cambridgeshire,Cambridge Central,09-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-08-2019,Rhymetimes,55
Cambridgeshire,Cambridge Central,10-08-2019,Other Events (Adult),5
Cambridgeshire,Cambridge Central,11-08-2019,Storytimes,26
Cambridgeshire,Cambridge Central,12-08-2019,Storytimes,38
Cambridgeshire,Cambridge Central,12-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,13-08-2019,Other Events (Children),26
Cambridgeshire,Cambridge Central,13-08-2019,Rhymetimes,83
Cambridgeshire,Cambridge Central,14-08-2019,Rhymetimes,48
Cambridgeshire,Cambridge Central,14-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,14-08-2019,Other Events (Adult),13
Cambridgeshire,Cambridge Central,15-08-2019,Rhymetimes,43
Cambridgeshire,Cambridge Central,15-08-2019,Rhymetimes,39
Cambridgeshire,Cambridge Central,15-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,15-08-2019,Other Events (Adult),11
Cambridgeshire,Cambridge Central,16-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,16-08-2019,Rhymetimes,44
Cambridgeshire,Cambridge Central,16-08-2019,Storytimes,44
Cambridgeshire,Cambridge Central,17-08-2019,Rhymetimes,99
Cambridgeshire,Cambridge Central,18-08-2019,Storytimes,16
Cambridgeshire,Cambridge Central,19-08-2019,Storytimes,46
Cambridgeshire,Cambridge Central,19-08-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,19-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,19-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,19-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,19-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,20-08-2019,Other Events (Children),31
Cambridgeshire,Cambridge Central,20-08-2019,Rhymetimes,112
Cambridgeshire,Cambridge Central,21-08-2019,Rhymetimes,58
Cambridgeshire,Cambridge Central,21-08-2019,Other Events (Adult),19
Cambridgeshire,Cambridge Central,22-08-2019,Outreach (Children),21
Cambridgeshire,Cambridge Central,22-08-2019,Rhymetimes,40
Cambridgeshire,Cambridge Central,22-08-2019,Rhymetimes,42
Cambridgeshire,Cambridge Central,22-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,23-08-2019,Storytimes,22
Cambridgeshire,Cambridge Central,23-08-2019,Rhymetimes,46
Cambridgeshire,Cambridge Central,24-08-2019,Rhymetimes,55
Cambridgeshire,Cambridge Central,25-08-2019,Storytimes,19
Cambridgeshire,Cambridge Central,27-08-2019,Rhymetimes,32
Cambridgeshire,Cambridge Central,27-08-2019,Other Events (Children),19
Cambridgeshire,Cambridge Central,27-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,28-08-2019,BIPC - Live Webinar,1
Cambridgeshire,Cambridge Central,28-08-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,28-08-2019,Rhymetimes,59
Cambridgeshire,Cambridge Central,28-08-2019,Outreach (Adults),3
Cambridgeshire,Cambridge Central,29-08-2019,Rhymetimes,45
Cambridgeshire,Cambridge Central,29-08-2019,BIPC - Workshop,3
Cambridgeshire,Cambridge Central,29-08-2019,Rhymetimes,34
Cambridgeshire,Cambridge Central,30-08-2019,Storytimes,15
Cambridgeshire,Cambridge Central,30-08-2019,Rhymetimes,46
Cambridgeshire,Cambridge Central,30-08-2019,Other Events (Children),18
Cambridgeshire,Cambridge Central,30-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,30-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,30-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,31-08-2019,Other Events (Adult),2
Cambridgeshire,Cambridge Central,31-08-2019,Rhymetimes,59
Cambridgeshire,Cambridge Central,31-08-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,01-09-2019,Storytimes,17
Cambridgeshire,Cambridge Central,02-09-2019,Storytimes,24
Cambridgeshire,Cambridge Central,02-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,02-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-09-2019,Rhymetimes,80
Cambridgeshire,Cambridge Central,03-09-2019,Other Events (Children),29
Cambridgeshire,Cambridge Central,03-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,03-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-09-2019,Rhymetimes,48
Cambridgeshire,Cambridge Central,04-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,04-09-2019,Other Events (Adult),4
Cambridgeshire,Cambridge Central,05-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,05-09-2019,BIPC - One to One,1
Cambridgeshire,Cambridge Central,05-09-2019,Rhymetimes,42
Cambridgeshire,Cambridge Central,05-09-2019,Rhymetimes,48
Cambridgeshire,Cambridge Central,06-09-2019,Storytimes,27
Cambridgeshire,Cambridge Central,06-09-2019,Rhymetimes,58
Cambridgeshire,Cambridge Central,06-09-2019,BIPC - Workshop,15
Cambridgeshire,Cambridge Central,06-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,07-09-2019,Other Events (Children),6
Cambridgeshire,Cambridge Central,07-09-2019,Other Events (Children),3
Cambridgeshire,Cambridge Central,07-09-2019,Rhymetimes,79
Cambridgeshire,Cambridge Central,07-09-2019,Other Events (Adult),6
Cambridgeshire,Cambridge Central,07-09-2019,Other Events (Children),134
Cambridgeshire,Cambridge Central,07-09-2019,Other Events (Children),32
Cambridgeshire,Cambridge Central,07-09-2019,Other Events (Children),30
Cambridgeshire,Cambridge Central,07-09-2019,Other Events (Children),28
Cambridgeshire,Cambridge Central,08-09-2019,Storytimes,29
Cambridgeshire,Cambridge Central,09-09-2019,Storytimes,23
Cambridgeshire,Cambridge Central,09-09-2019,Other Events (Adult),2
Cambridgeshire,Cambridge Central,09-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,09-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-09-2019,Rhymetimes,70
Cambridgeshire,Cambridge Central,10-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,10-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,11-09-2019,Rhymetimes,37
Cambridgeshire,Cambridge Central,11-09-2019,Other Events (Adult),3
Cambridgeshire,Cambridge Central,11-09-2019,BIPC - One to One,2
Cambridgeshire,Cambridge Central,12-09-2019,Rhymetimes,51
Cambridgeshire,Cambridge Central,12-09-2019,Rhymetimes,30
Cambridgeshire,Cambridge Central,12-09-2019,BIPC - Live Webinar,3
Cambridgeshire,Cambridge Central,12-09-2019,Other Events (Adult),2
Cambridgeshire,Cambridge Central,12-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,12-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,13-09-2019,Storytimes,30
Cambridgeshire,Cambridge Central,13-09-2019,Rhymetimes,42
Cambridgeshire,Cambridge Central,13-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,13-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,14-09-2019,Rhymetimes,54
Cambridgeshire,Cambridge Central,14-09-2019,Partner Events,18
Cambridgeshire,Cambridge Central,15-09-2019,Storytimes,40
Cambridgeshire,Cambridge Central,16-09-2019,Engage Events,1
Cambridgeshire,Cambridge Central,16-09-2019,Storytimes,34
Cambridgeshire,Cambridge Central,16-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,16-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,16-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,17-09-2019,Rhymetimes,29
Cambridgeshire,Cambridge Central,17-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,17-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,18-09-2019,Rhymetimes,22
Cambridgeshire,Cambridge Central,18-09-2019,BIPC - One to One,2
Cambridgeshire,Cambridge Central,18-09-2019,Assisted Digital,1
Cambridgeshire,Cambridge Central,19-09-2019,Rhymetimes,50
