Local Authority,Library,Date,Name,Attendees
Cambridgeshire,St Neots,21-05-2019,Engage IT,6
Cambridgeshire,St Neots,21-05-2019,Other Events (Adult),7
Cambridgeshire,St Neots,22-05-2019,Other Events (Adult),1
Cambridgeshire,St Neots,23-05-2019,Assisted Digital,1
Cambridgeshire,St Neots,24-05-2019,Assisted Digital,1
Cambridgeshire,St Neots,24-05-2019,Assisted Digital,1
Cambridgeshire,St Neots,24-05-2019,Rhymetimes,59
Cambridgeshire,St Neots,24-05-2019,Rhymetimes,12
Cambridgeshire,St Neots,28-05-2019,Engage IT,6
Cambridgeshire,St Neots,29-05-2019,Assisted Digital,1
Cambridgeshire,St Neots,29-05-2019,Assisted Digital,1
Cambridgeshire,St Neots,29-05-2019,Other Events (Adult),1
Cambridgeshire,St Neots,29-05-2019,Other Events (Children),50
Cambridgeshire,St Neots,31-05-2019,Engage Events,24
Cambridgeshire,St Neots,31-05-2019,Assisted Digital,1
Cambridgeshire,St Neots,31-05-2019,Rhymetimes,32
Cambridgeshire,St Neots,31-05-2019,Rhymetimes,28
Cambridgeshire,St Neots,31-05-2019,Other Events (Children),92
Cambridgeshire,St Neots,01-06-2019,Other Events (Children),1
Cambridgeshire,St Neots,01-06-2019,Other Events (Children),4
Cambridgeshire,St Neots,03-06-2019,Rhymetimes,35
Cambridgeshire,St Neots,04-06-2019,Engage IT,9
Cambridgeshire,St Neots,04-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-06-2019,Class visits,29
Cambridgeshire,St Neots,05-06-2019,Other Events (Adult),1
Cambridgeshire,St Neots,06-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,07-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,07-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,07-06-2019,Other Events (Adult),10
Cambridgeshire,St Neots,07-06-2019,Rhymetimes,66
Cambridgeshire,St Neots,07-06-2019,Rhymetimes,18
Cambridgeshire,St Neots,10-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-06-2019,Rhymetimes,18
Cambridgeshire,St Neots,11-06-2019,Engage IT,8
Cambridgeshire,St Neots,11-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,11-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,11-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,11-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,11-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,11-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,11-06-2019,Class visits,35
Cambridgeshire,St Neots,11-06-2019,Class visits,32
Cambridgeshire,St Neots,12-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-06-2019,Other Events (Adult),3
Cambridgeshire,St Neots,14-06-2019,Rhymetimes,71
Cambridgeshire,St Neots,14-06-2019,Rhymetimes,25
Cambridgeshire,St Neots,15-06-2019,Other Events (Children),4
Cambridgeshire,St Neots,15-06-2019,Other Events (Children),5
Cambridgeshire,St Neots,15-06-2019,Other Events (Children),8
Cambridgeshire,St Neots,17-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-06-2019,Class visits,22
Cambridgeshire,St Neots,17-06-2019,Rhymetimes,16
Cambridgeshire,St Neots,18-06-2019,Engage IT,5
Cambridgeshire,St Neots,21-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,21-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,21-06-2019,Rhymetimes,64
Cambridgeshire,St Neots,21-06-2019,Rhymetimes,20
Cambridgeshire,St Neots,24-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,24-06-2019,Rhymetimes,34
Cambridgeshire,St Neots,25-06-2019,Engage IT,7
Cambridgeshire,St Neots,25-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,25-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,27-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,27-06-2019,Assisted Digital,1
Cambridgeshire,St Neots,28-06-2019,Rhymetimes,57
Cambridgeshire,St Neots,28-06-2019,Rhymetimes,25
Cambridgeshire,St Neots,29-06-2019,Other Events (Children),9
Cambridgeshire,St Neots,29-06-2019,Other Events (Children),5
Cambridgeshire,St Neots,29-06-2019,Other Events (Children),3
Cambridgeshire,St Neots,01-07-2019,Rhymetimes,14
Cambridgeshire,St Neots,02-07-2019,Engage IT,8
Cambridgeshire,St Neots,02-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,02-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,02-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-07-2019,Class Visits,38
Cambridgeshire,St Neots,05-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,05-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,05-07-2019,Other Events (Adult),10
Cambridgeshire,St Neots,05-07-2019,Rhymetimes,83
Cambridgeshire,St Neots,05-07-2019,Rhymetimes,17
Cambridgeshire,St Neots,06-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,08-07-2019,Rhymetimes,14
Cambridgeshire,St Neots,09-07-2019,Engage IT,2
Cambridgeshire,St Neots,09-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,09-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-07-2019,Class Visits,34
Cambridgeshire,St Neots,11-07-2019,Class Visits,33
Cambridgeshire,St Neots,12-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-07-2019,Rhymetimes,54
Cambridgeshire,St Neots,12-07-2019,Rhymetimes,21
Cambridgeshire,St Neots,13-07-2019,Other Events (Children),4
Cambridgeshire,St Neots,13-07-2019,Other Events (Children),4
Cambridgeshire,St Neots,15-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-07-2019,Rhymetimes,27
Cambridgeshire,St Neots,16-07-2019,Engage IT,5
Cambridgeshire,St Neots,17-07-2019,Outreach (Children),339
Cambridgeshire,St Neots,18-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,18-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,19-07-2019,Other Events (Adult),12
Cambridgeshire,St Neots,19-07-2019,Rhymetimes,99
Cambridgeshire,St Neots,19-07-2019,Rhymetimes,24
Cambridgeshire,St Neots,22-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,22-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,23-07-2019,Engage IT,4
Cambridgeshire,St Neots,24-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,24-07-2019,SRC ? Activities,33
Cambridgeshire,St Neots,25-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,25-07-2019,Assisted Digital,1
Cambridgeshire,St Neots,26-07-2019,Engage Events,7
Cambridgeshire,St Neots,30-07-2019,Engage IT,5
Cambridgeshire,St Neots,31-07-2019,SRC ? Activities,95
Cambridgeshire,St Neots,01-08-2019,SRC ? Activities,95
Cambridgeshire,St Neots,02-08-2019,Outreach (Children),52
Cambridgeshire,St Neots,02-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,02-08-2019,Other Events (Adult),14
Cambridgeshire,St Neots,05-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-08-2019,Engage IT,6
Cambridgeshire,St Neots,06-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,08-08-2019,SRC ? Activities,136
Cambridgeshire,St Neots,12-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-08-2019,Storytimes,5
Cambridgeshire,St Neots,13-08-2019,Engage IT,5
Cambridgeshire,St Neots,13-08-2019,Storytimes,6
Cambridgeshire,St Neots,13-08-2019,SRC ? Activities,14
Cambridgeshire,St Neots,14-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,14-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,14-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,14-08-2019,SRC ? Activities,30
Cambridgeshire,St Neots,15-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-08-2019,SRC ? Activities,139
Cambridgeshire,St Neots,16-08-2019,Outreach (Children),53
Cambridgeshire,St Neots,16-08-2019,Other Events (Adult),5
Cambridgeshire,St Neots,17-08-2019,Other Events (Children),15
Cambridgeshire,St Neots,20-08-2019,Engage IT,4
Cambridgeshire,St Neots,20-08-2019,Other Events (Adult),6
Cambridgeshire,St Neots,22-08-2019,SRC ? Activities,99
Cambridgeshire,St Neots,27-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,27-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,27-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,28-08-2019,Other Events (Children),72
Cambridgeshire,St Neots,29-08-2019,Assisted Digital,1
Cambridgeshire,St Neots,29-08-2019,SRC ? Activities,95
Cambridgeshire,St Neots,30-08-2019,Outreach (Children),47
Cambridgeshire,St Neots,30-08-2019,Engage Events,10
Cambridgeshire,St Neots,03-09-2019,Engage IT,4
Cambridgeshire,St Neots,03-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,03-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-09-2019,Other Events (Adult),9
Cambridgeshire,St Neots,06-09-2019,Rhymetimes,29
Cambridgeshire,St Neots,06-09-2019,Rhymetimes,17
Cambridgeshire,St Neots,06-09-2019,SRC ? Activities,106
Cambridgeshire,St Neots,09-09-2019,Rhymetimes,36
Cambridgeshire,St Neots,10-09-2019,Engage IT,7
Cambridgeshire,St Neots,10-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-09-2019,Other Events (Adult),5
Cambridgeshire,St Neots,11-09-2019,Other Events (Adult),3
Cambridgeshire,St Neots,12-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,13-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,13-09-2019,Rhymetimes,71
Cambridgeshire,St Neots,13-09-2019,Rhymetimes,35
Cambridgeshire,St Neots,16-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,16-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,16-09-2019,Rhymetimes,34
Cambridgeshire,St Neots,17-09-2019,Engage IT,5
Cambridgeshire,St Neots,17-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,18-09-2019,Other Events (Adult),2
Cambridgeshire,St Neots,19-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,19-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,19-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,20-09-2019,Other Events (Adult),13
Cambridgeshire,St Neots,20-09-2019,Rhymetimes,28
Cambridgeshire,St Neots,20-09-2019,Rhymetimes,30
Cambridgeshire,St Neots,21-09-2019,SRC - Ceremonies,119
Cambridgeshire,St Neots,21-09-2019,SRC - Ceremonies,104
Cambridgeshire,St Neots,23-09-2019,Rhymetimes,23
Cambridgeshire,St Neots,24-09-2019,Engage IT,3
Cambridgeshire,St Neots,25-09-2019,Other Events (Adult),4
Cambridgeshire,St Neots,25-09-2019,Class Visits,65
Cambridgeshire,St Neots,25-09-2019,SRC - Ceremonies,114
Cambridgeshire,St Neots,25-09-2019,SRC - Ceremonies,56
Cambridgeshire,St Neots,26-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,26-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,27-09-2019,Engage Events,24
Cambridgeshire,St Neots,27-09-2019,Assisted Digital,1
Cambridgeshire,St Neots,27-09-2019,Rhymetimes,47
Cambridgeshire,St Neots,27-09-2019,Rhymetimes,37
Cambridgeshire,St Neots,28-09-2019,SRC - Ceremonies,51
Cambridgeshire,St Neots,28-09-2019,SRC - Ceremonies,43
Cambridgeshire,St Neots,30-09-2019,Rhymetimes,40
Cambridgeshire,St Neots,18-10-2019,Outreach (Adults),18
Cambridgeshire,St Neots,01-10-2019,Engage IT,7
Cambridgeshire,St Neots,08-10-2019,Engage IT,4
Cambridgeshire,St Neots,15-10-2019,Engage IT,5
Cambridgeshire,St Neots,02-10-2019,Other Events (Adult),4
Cambridgeshire,St Neots,03-10-2019,Engage IT,1
Cambridgeshire,St Neots,04-10-2019,Rhymetimes,49
Cambridgeshire,St Neots,04-10-2019,Rhymetimes,22
Cambridgeshire,St Neots,07-10-2019,Rhymetimes,42
Cambridgeshire,St Neots,08-10-2019,Engage IT,4
Cambridgeshire,St Neots,09-10-2019,Other Events (Adult),4
Cambridgeshire,St Neots,09-10-2019,Other Events (Adult),21
Cambridgeshire,St Neots,10-10-2019,Class Visits,17
Cambridgeshire,St Neots,11-10-2019,Rhymetimes,45
Cambridgeshire,St Neots,11-10-2019,Rhymetimes,15
Cambridgeshire,St Neots,14-10-2019,Rhymetimes,28
Cambridgeshire,St Neots,15-10-2019,Engage IT,5
Cambridgeshire,St Neots,15-10-2019,Other Events (Adult),11
Cambridgeshire,St Neots,16-10-2019,Other Events (Adult),7
Cambridgeshire,St Neots,18-10-2019,Rhymetimes,44
Cambridgeshire,St Neots,18-10-2019,Rhymetimes,31
Cambridgeshire,St Neots,19-10-2019,Other Events (Children),15
Cambridgeshire,St Neots,05-10-2019,Other Events (Children),15
Cambridgeshire,St Neots,19-10-2019,Other Events (Children),10
Cambridgeshire,St Neots,02-11-2019,Other Events (Children),12
Cambridgeshire,St Neots,16-11-2019,Other Events (Children),12
Cambridgeshire,St Neots,22-10-2019,Other Events (Children),307
Cambridgeshire,St Neots,22-10-2019,Engage IT,3
Cambridgeshire,St Neots,23-10-2019,Other Events (Adult),5
Cambridgeshire,St Neots,23-10-2019,Other Events (Children),11
Cambridgeshire,St Neots,23-10-2019,Other Events (Children),12
Cambridgeshire,St Neots,24-10-2019,Other Events (Children),60
Cambridgeshire,St Neots,27-10-2019,Other Events (Children),62
Cambridgeshire,St Neots,28-10-2019,Rhymetimes,15
Cambridgeshire,St Neots,29-10-2019,Engage Events,9
Cambridgeshire,St Neots,30-10-2019,Other Events (Adult),0
Cambridgeshire,St Neots,01-11-2019,Rhymetimes,49
Cambridgeshire,St Neots,01-11-2019,Rhymetimes,27
Cambridgeshire,St Neots,04-11-2019,Rhymetimes,28
Cambridgeshire,St Neots,05-11-2019,Class Visits,29
Cambridgeshire,St Neots,05-11-2019,Engage IT,7
Cambridgeshire,St Neots,06-11-2019,Class Visits,29
Cambridgeshire,St Neots,06-11-2019,Other Events (Adult),4
Cambridgeshire,St Neots,02-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,03-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,07-10-2019,Assisted Digital,0
Cambridgeshire,St Neots,11-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,17-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,22-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,23-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,24-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,28-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,28-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,31-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,31-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,01-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,04-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,06-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,07-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,07-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,09-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,09-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,18-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,21-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,22-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,25-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,25-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,02-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,02-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,02-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,15-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,26-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,26-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,26-11-2019,Assisted Digital,1
Cambridgeshire,St Neots,29-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,29-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,29-10-2019,Assisted Digital,1
Cambridgeshire,St Neots,08-11-2019,Rhymetimes,38
Cambridgeshire,St Neots,08-11-2019,Rhymetimes,31
Cambridgeshire,St Neots,09-11-2019,Other Events (Children),70
Cambridgeshire,St Neots,11-11-2019,Rhymetimes,21
Cambridgeshire,St Neots,15-11-2019,Rhymetimes,39
Cambridgeshire,St Neots,15-11-2019,Rhymetimes,18
Cambridgeshire,St Neots,16-11-2019,Other Events (Adult),30
Cambridgeshire,St Neots,18-11-2019,Rhymetimes,44
Cambridgeshire,St Neots,19-11-2019,Other Events (Adult),7
Cambridgeshire,St Neots,20-11-2019,Other Events (Adult),4
Cambridgeshire,St Neots,22-11-2019,Rhymetimes,43
Cambridgeshire,St Neots,22-11-2019,Rhymetimes,31
Cambridgeshire,St Neots,23-11-2019,Other Events (Children),18
Cambridgeshire,St Neots,25-11-2019,Rhymetimes,20
Cambridgeshire,St Neots,26-11-2019,Engage IT,6
Cambridgeshire,St Neots,15-10-2019,Engage IT,1
Cambridgeshire,St Neots,12-12-2019,Engage IT,1
Cambridgeshire,St Neots,29-11-2019,Rhymetimes,31
Cambridgeshire,St Neots,29-11-2019,Rhymetimes,23
Cambridgeshire,St Neots,02-12-2019,Rhymetimes,26
Cambridgeshire,St Neots,03-12-2019,Engage IT,4
Cambridgeshire,St Neots,06-12-2019,Rhymetimes,38
Cambridgeshire,St Neots,06-12-2019,Rhymetimes,18
Cambridgeshire,St Neots,09-12-2019,Rhymetimes,37
Cambridgeshire,St Neots,10-12-2019,Engage IT,4
Cambridgeshire,St Neots,11-12-2019,Other Events (Children),6
Cambridgeshire,St Neots,04-10-2019,Other Events (Adult),15
Cambridgeshire,St Neots,18-10-2019,Other Events (Adult),10
Cambridgeshire,St Neots,01-11-2019,Other Events (Adult),14
Cambridgeshire,St Neots,14-11-2019,Other Events (Adult),14
Cambridgeshire,St Neots,06-12-2019,Other Events (Adult),8
Cambridgeshire,St Neots,13-12-2019,Rhymetimes,38
Cambridgeshire,St Neots,13-12-2019,Rhymetimes,18
Cambridgeshire,St Neots,14-12-2019,Other Events (Children),7
Cambridgeshire,St Neots,14-12-2019,Other Events (Adult),49
Cambridgeshire,St Neots,16-12-2019,Rhymetimes,26
Cambridgeshire,St Neots,17-12-2019,Engage IT,4
Cambridgeshire,St Neots,17-12-2019,Other Events (Adult),17
Cambridgeshire,St Neots,20-12-2019,Other Events (Children),150
Cambridgeshire,St Neots,10-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,10-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,05-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,05-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,09-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,12-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,13-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,13-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,16-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,16-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,16-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,19-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,20-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,20-12-2019,Assisted Digital,1
Cambridgeshire,St Neots,24-12-2019,Other Events (Children),144
Cambridgeshire,St Neots,24-12-2019,Other Events (Children),36
Cambridgeshire,St Neots,24-12-2019,Other Events (Children),35
Cambridgeshire,Warboys,01-04-2019,Class Visits,19
Cambridgeshire,Warboys,02-04-2019,Rhymetimes,18
Cambridgeshire,Warboys,06-04-2019,Partner Events,9
Cambridgeshire,Warboys,11-04-2019,Storytimes,6
Cambridgeshire,Warboys,13-04-2019,Partner Events,12
Cambridgeshire,Warboys,18-04-2019,Storytimes,5
Cambridgeshire,Warboys,20-04-2019,Partner Events,4
Cambridgeshire,Warboys,25-04-2019,Storytimes,2
Cambridgeshire,Warboys,27-04-2019,Partner Events,7
Cambridgeshire,Warboys,30-04-2019,Rhymetimes,21
Cambridgeshire,Warboys,02-05-2019,Storytimes,9
Cambridgeshire,Warboys,04-05-2019,Partner Events,7
Cambridgeshire,Warboys,07-05-2019,Rhymetimes,9
Cambridgeshire,Warboys,09-05-2019,Storytimes,10
Cambridgeshire,Warboys,09-05-2019,Other Events (Adult),2
Cambridgeshire,Warboys,11-05-2019,Partner Events,10
Cambridgeshire,Warboys,14-05-2019,Rhymetimes,18
Cambridgeshire,Warboys,16-05-2019,Storytimes,4
Cambridgeshire,Warboys,18-05-2019,Partner Events,10
Cambridgeshire,Warboys,20-05-2019,Assisted Digital,1
Cambridgeshire,Warboys,21-05-2019,Rhymetimes,25
Cambridgeshire,Warboys,23-05-2019,Storytimes,9
Cambridgeshire,Warboys,23-05-2019,Other Events (Adult),2
Cambridgeshire,Warboys,25-05-2019,Partner Events,10
Cambridgeshire,Warboys,25-05-2019,Assisted Digital,1
Cambridgeshire,Warboys,28-05-2019,Rhymetimes,13
Cambridgeshire,Warboys,30-05-2019,Storytimes,4
Cambridgeshire,Warboys,01-06-2019,Partner Events,5
Cambridgeshire,Warboys,04-06-2019,Rhymetimes,20
Cambridgeshire,Warboys,06-06-2019,Storytimes,2
Cambridgeshire,Warboys,08-06-2019,Partner Events,10
Cambridgeshire,Warboys,10-06-2019,Engage Events,7
Cambridgeshire,Warboys,11-06-2019,Rhymetimes,8
Cambridgeshire,Warboys,11-06-2019,Assisted Digital,1
Cambridgeshire,Warboys,11-06-2019,Assisted Digital,1
Cambridgeshire,Warboys,12-06-2019,Partner Events,30
Cambridgeshire,Warboys,13-06-2019,Storytimes,4
Cambridgeshire,Warboys,15-06-2019,Partner Events,7
Cambridgeshire,Warboys,18-06-2019,Rhymetimes,21
Cambridgeshire,Warboys,22-06-2019,Partner Events,11
Cambridgeshire,Warboys,24-06-2019,Partner Events,8
Cambridgeshire,Warboys,25-06-2019,Rhymetimes,18
Cambridgeshire,Warboys,27-06-2019,Storytimes,6
Cambridgeshire,Warboys,27-06-2019,Other Events (Adult),3
Cambridgeshire,Warboys,27-06-2019,Assisted Digital,1
Cambridgeshire,Warboys,29-06-2019,Partner Events,7
Cambridgeshire,Warboys,02-07-2019,Rhymetimes,19
Cambridgeshire,Warboys,04-07-2019,Storytimes,8
Cambridgeshire,Warboys,06-07-2019,Partner Events,8
Cambridgeshire,Warboys,09-07-2019,Rhymetimes,22
Cambridgeshire,Warboys,11-07-2019,Storytimes,5
Cambridgeshire,Warboys,13-07-2019,Partner Events,8
Cambridgeshire,Warboys,16-07-2019,Rhymetimes,11
Cambridgeshire,Warboys,18-07-2019,Storytimes,4
Cambridgeshire,Warboys,20-07-2019,Partner Events,11
Cambridgeshire,Warboys,23-07-2019,rhymetimes,30
Cambridgeshire,Warboys,25-07-2019,Other Events (Children),64
Cambridgeshire,Warboys,27-07-2019,Partner Events,11
Cambridgeshire,Warboys,01-08-2019,Other Events (Children),60
Cambridgeshire,Warboys,03-08-2019,Partner Events,14
Cambridgeshire,Warboys,08-08-2019,Other Events (Children),57
Cambridgeshire,Warboys,10-08-2019,Partner Events,7
Cambridgeshire,Warboys,17-08-2019,Partner Events,7
Cambridgeshire,Warboys,24-08-2019,Partner Events,8
Cambridgeshire,Warboys,29-08-2019,Other Events (Children),57
Cambridgeshire,Warboys,31-08-2019,Partner Events,10
Cambridgeshire,Warboys,05-09-2019,Rhymetimes,10
Cambridgeshire,Warboys,07-09-2019,Partner Events,8
Cambridgeshire,Warboys,09-09-2019,Engage Events,5
Cambridgeshire,Warboys,08-09-2019,Partner Events,8
Cambridgeshire,Warboys,14-09-2019,Partner Events,9
Cambridgeshire,Warboys,17-09-2019,Rhymetimes,10
Cambridgeshire,Warboys,19-09-2019,Rhymetimes,10
Cambridgeshire,Warboys,21-09-2019,Partner Events,8
Cambridgeshire,Warboys,24-09-2019,Rhymetimes,14
Cambridgeshire,Warboys,26-09-2019,Rhymetimes,4
Cambridgeshire,Warboys,26-09-2019,Other Events (Adult),2
Cambridgeshire,Warboys,28-09-2019,Partner Events,10
Cambridgeshire,Warboys,30-09-2019,Assisted Digital,1
Cambridgeshire,Warboys,01-10-2019,Rhymetimes,30
Cambridgeshire,Warboys,01-10-2019,Assisted Digital,1
Cambridgeshire,Warboys,03-10-2019,Storytimes,5
Cambridgeshire,Warboys,05-10-2019,Partner Events,8
